trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
604,False,"{'a': 0.4, 'e': 0.41229627477514497}",20,0,-84.2333994518997,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
605,False,"{'a': 0.4, 'e': 0.4109711410228191}",20,4,1.160774136459651,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
606,False,"{'a': 0.4, 'e': 0.40964424896077856}",25,4,-41.45714549397527,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
607,False,"{'a': 0.4, 'e': 0.4083155939166477}",30,9,-24.623107763843592,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
608,False,"{'a': 0.4, 'e': 0.40698517119940236}",20,9,22.163280596803347,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.4, 'e': 0.4056529760992702}",25,17,13.216550349997389,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.4, 'e': 0.40431900388763087}",20,0,-38.69570917982587,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
611,False,"{'a': 0.4, 'e': 0.40298324981691497}",30,17,11.40852465355703,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
612,False,"{'a': 0.4, 'e': 0.4016457091205031}",25,18,13.37069752249487,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.4, 'e': 0.40030637701262356}",25,9,-14.476889822230635,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
614,False,"{'a': 0.4, 'e': 0.39896524868824945}",25,6,-42.88684170358411,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
615,False,"{'a': 0.4, 'e': 0.39762231932299574}",20,0,-11.148294556316994,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
616,False,"{'a': 0.4, 'e': 0.3962775840730145}",20,12,16.127146713627532,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.4, 'e': 0.39493103807489066}",20,0,28.424913309141576,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
618,False,"{'a': 0.4, 'e': 0.3935826764455361}",25,0,-0.9235142256713829,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
619,False,"{'a': 0.4, 'e': 0.39223249428208345}",25,9,-35.337118942289464,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 0}",1
620,False,"{'a': 0.4, 'e': 0.3908804866617793}",20,10,8.227315586526744,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
621,False,"{'a': 0.4, 'e': 0.38952664864187647}",20,0,-8.115554434551607,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
622,False,"{'a': 0.4, 'e': 0.3881709752595253}",30,18,-3.7206732430628255,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
623,False,"{'a': 0.4, 'e': 0.38681346153166485}",30,16,-4.326097039233943,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
624,False,"{'a': 0.4, 'e': 0.38545410245491285}",20,10,14.612441944120858,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.4, 'e': 0.384092893005455}",20,0,7.24845828130644,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
626,False,"{'a': 0.4, 'e': 0.3827298281389338}",20,0,29.717381604123954,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
627,False,"{'a': 0.4, 'e': 0.381364902790336}",35,16,-48.9450335817017,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
628,False,"{'a': 0.4, 'e': 0.3799981118738801}",20,4,-63.4235126180797,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
629,False,"{'a': 0.4, 'e': 0.37862945028290235}",30,16,-26.496512990677033,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
630,False,"{'a': 0.4, 'e': 0.37725891288974234}",20,0,32.02817531513821,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
631,False,"{'a': 0.4, 'e': 0.3758864945456278}",25,16,9.250477644124595,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.4, 'e': 0.3745121900805586}",20,0,12.19296603384543,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
633,False,"{'a': 0.4, 'e': 0.3731359943031896}",25,11,-29.553848732507824,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
634,False,"{'a': 0.4, 'e': 0.3717579020007134}",30,20,-1.8041190900278261,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
635,False,"{'a': 0.4, 'e': 0.3703779079387416}",30,1,-16.879318946296586,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 1}",1
636,False,"{'a': 0.4, 'e': 0.36899600686118544}",20,0,-76.50092873532424,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
637,False,"{'a': 0.4, 'e': 0.3676121934901359}",30,16,-26.599255543304594,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
638,False,"{'a': 0.4, 'e': 0.3662264625257428}",25,11,-7.857191066398015,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
639,False,"{'a': 0.4, 'e': 0.36483880864609264}",30,5,-8.77445222656351,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",1
640,False,"{'a': 0.4, 'e': 0.3634492265070864}",25,12,20.820440737840478,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.4, 'e': 0.36205771074231563}",25,0,-25.272572501342893,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
642,False,"{'a': 0.4, 'e': 0.3606642559629386}",20,13,12.753394897455559,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.4, 'e': 0.3592688567575546}",20,0,-45.91073489912188,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
644,False,"{'a': 0.4, 'e': 0.35787150769207815}",20,6,16.18881769237423,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.4, 'e': 0.356472203309612}",30,10,-31.921524384469418,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
646,False,"{'a': 0.4, 'e': 0.355070938130319}",25,17,13.377187802631575,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.4, 'e': 0.35366770665129377}",20,6,-18.96558425926019,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
648,False,"{'a': 0.4, 'e': 0.3522625033464328}",35,22,14.216588924628681,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.4, 'e': 0.35085532266630365}",25,18,-28.270675164751037,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
650,False,"{'a': 0.4, 'e': 0.34944615903801396}",20,12,-38.388994535108615,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
651,False,"{'a': 0.4, 'e': 0.3480350068650787}",20,10,18.276003675428687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.4, 'e': 0.34662186052728683}",25,18,12.636621883428129,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.4, 'e': 0.34520671438056694}",20,1,6.4250397826373025,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
654,False,"{'a': 0.4, 'e': 0.3437895627568523}",20,11,3.3452804967570033,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.4, 'e': 0.3423703999639443}",20,3,12.666952207585211,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
656,False,"{'a': 0.4, 'e': 0.3409492202853755}",30,20,4.295751964980818,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
657,False,"{'a': 0.4, 'e': 0.3395260179802712}",20,9,-32.99221761628649,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
658,False,"{'a': 0.4, 'e': 0.33810078728321075}",20,0,13.136227337990181,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
659,False,"{'a': 0.4, 'e': 0.3366735224040869}",20,0,-5.736558857733101,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
660,False,"{'a': 0.4, 'e': 0.33524421752796496}",30,17,-37.61709257325446,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
661,False,"{'a': 0.4, 'e': 0.33381286681494066}",20,2,16.2566554280736,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
662,False,"{'a': 0.4, 'e': 0.33237946439999694}",30,0,-63.74324753143481,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
663,False,"{'a': 0.4, 'e': 0.3309440043928596}",20,5,-17.1457168507326,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
664,False,"{'a': 0.4, 'e': 0.3295064808778523}",20,14,10.893674923013752,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.4, 'e': 0.32806688791375016}",25,3,-6.662598920396774,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
666,False,"{'a': 0.4, 'e': 0.32662521953363255}",20,12,9.88584095475525,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.4, 'e': 0.32518146974473444}",20,9,-1.5471441899315053,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
668,False,"{'a': 0.4, 'e': 0.3237356325282972}",35,13,-69.26255085289719,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 1}",1
669,False,"{'a': 0.4, 'e': 0.3222877018394179}",25,0,-12.838015013793708,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
670,False,"{'a': 0.4, 'e': 0.32083767160689786}",20,12,15.813592891223315,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.4, 'e': 0.31938553573308953}",20,6,11.286446620954873,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.4, 'e': 0.3179312880937431}",25,16,-0.8335872757847618,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
673,False,"{'a': 0.4, 'e': 0.3164749225378512}",20,3,-13.29675056447747,"{0: 15, 1: 0, 2: 0, 3: 2, 4: 0}",1
674,False,"{'a': 0.4, 'e': 0.3150164328874929}",20,10,8.33876284041696,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.4, 'e': 0.31355581293767654}",35,7,19.1907243842779,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
676,False,"{'a': 0.4, 'e': 0.31209305645618113}",25,9,-13.184009592604419,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
677,False,"{'a': 0.4, 'e': 0.31062815718339715}",20,14,10.622328657755247,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.4, 'e': 0.30916110883216535}",20,15,8.754071308030568,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.4, 'e': 0.3076919050876154}",20,2,31.198758629683745,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.4, 'e': 0.3062205396070023}",25,18,12.54857320849026,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.4, 'e': 0.30474700601954235}",25,16,-29.305604820186833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
682,False,"{'a': 0.4, 'e': 0.30327129792624763}",20,6,12.795263922506788,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
683,False,"{'a': 0.4, 'e': 0.30179340889975914}",20,16,7.427269549907287,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.4, 'e': 0.30031333248417896}",30,3,-77.1596211384154,"{0: 17, 1: 1, 2: 8, 3: 1, 4: 0}",1
685,False,"{'a': 0.4, 'e': 0.2988310621949011}",20,13,-39.70343017911921,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
686,False,"{'a': 0.4, 'e': 0.2973465915184406}",25,9,13.796061972388742,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
687,False,"{'a': 0.4, 'e': 0.29585991391226263}",25,16,15.347836421327903,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.4, 'e': 0.29437102280460853}",20,0,-3.36506801501296,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
689,False,"{'a': 0.4, 'e': 0.29287991159432214}",20,2,11.904117134972166,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
690,False,"{'a': 0.4, 'e': 0.29138657365067405}",20,11,9.378361589782237,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.4, 'e': 0.2898910023131846}",20,13,-9.638523190671187,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
692,False,"{'a': 0.4, 'e': 0.28839319089144566}",25,10,-20.552235404060987,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
693,False,"{'a': 0.4, 'e': 0.2868931326649411}",20,0,-18.738200401098453,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
694,False,"{'a': 0.4, 'e': 0.2853908208828659}",20,0,30.509868253127348,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
695,False,"{'a': 0.4, 'e': 0.28388624876394364}",20,0,-10.41502668371261,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
696,False,"{'a': 0.4, 'e': 0.28237940949624324}",25,0,-4.980977382618839,"{0: 20, 1: 4, 2: 0, 3: 1, 4: 0}",1
697,False,"{'a': 0.4, 'e': 0.2808702962369934}",25,11,4.847687934078941,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
698,False,"{'a': 0.4, 'e': 0.27935890211239667}",25,10,-20.518563513461395,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
699,False,"{'a': 0.4, 'e': 0.2778452202174413}",20,13,-31.09641620633861,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
700,False,"{'a': 0.4, 'e': 0.2763292436157118}",25,5,-13.184793973746848,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
701,False,"{'a': 0.4, 'e': 0.2748109653391988}",25,7,-0.48808906888335213,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
702,False,"{'a': 0.4, 'e': 0.2732903783881062}",20,2,28.5523228634703,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.4, 'e': 0.27176747573065807}",20,12,-13.666659829422565,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
704,False,"{'a': 0.4, 'e': 0.2702422503029032}",20,13,14.316106187731972,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.4, 'e': 0.26871469500851863}",25,16,6.606634883763971,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.4, 'e': 0.26718480271861167}",25,11,20.918427102090646,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.4, 'e': 0.26565256627152006}",25,13,-1.5685824147955783,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
708,False,"{'a': 0.4, 'e': 0.264117978472611}",30,19,-20.878849236177647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
709,False,"{'a': 0.4, 'e': 0.26258103209407824}",25,5,-16.88437937909446,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",1
710,False,"{'a': 0.4, 'e': 0.2610417198747381}",25,18,14.49442701828875,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.4, 'e': 0.2595000345198235}",20,6,-23.38834610543813,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
712,False,"{'a': 0.4, 'e': 0.2579559687007764}",35,1,-30.99800532774087,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 2}",1
713,False,"{'a': 0.4, 'e': 0.256409515055039}",20,0,-57.73328101116373,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
714,False,"{'a': 0.4, 'e': 0.25486066618584313}",30,19,-34.12645369055069,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
715,False,"{'a': 0.4, 'e': 0.2533094146619976}",25,3,-24.246049419853147,"{0: 18, 1: 2, 2: 0, 3: 2, 4: 0}",1
716,False,"{'a': 0.4, 'e': 0.2517557530176747}",20,12,20.472805296904546,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.4, 'e': 0.25019967375219443}",25,0,25.514566900465567,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
718,False,"{'a': 0.4, 'e': 0.24864116932980723}",25,0,-52.342685197943894,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
719,False,"{'a': 0.4, 'e': 0.24708023217947497}",25,7,20.582648856810376,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
720,False,"{'a': 0.4, 'e': 0.2455168546946504}",20,5,-22.295044548054626,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
721,False,"{'a': 0.4, 'e': 0.24395102923305462}",20,5,-36.32574900918465,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
722,False,"{'a': 0.4, 'e': 0.242382748116453}",20,0,25.10476600042491,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.4, 'e': 0.24081200363042926}",25,12,-6.137310569120261,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
724,False,"{'a': 0.4, 'e': 0.23923878802415777}",20,16,5.3443072739006485,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.4, 'e': 0.2376630935101741}",20,5,-15.324573054191582,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
726,False,"{'a': 0.4, 'e': 0.23608491226414366}",20,7,13.355738723595609,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.4, 'e': 0.23450423642462864}",30,20,-1.9625155657265214,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
728,False,"{'a': 0.4, 'e': 0.2329210580928531}",20,0,-16.616275704104282,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
729,False,"{'a': 0.4, 'e': 0.23133536933246596}",20,1,-42.901725622602505,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
730,False,"{'a': 0.4, 'e': 0.22974716216930252}",25,8,16.225068759745763,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
731,False,"{'a': 0.4, 'e': 0.22815642859114366}",25,5,-17.582277864376003,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",1
732,False,"{'a': 0.4, 'e': 0.2265631605474734}",20,6,-5.234135377117859,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
733,False,"{'a': 0.4, 'e': 0.22496734994923454}",25,15,18.551690601942248,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.4, 'e': 0.223368988668582}",25,7,4.4011052006037055,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
735,False,"{'a': 0.4, 'e': 0.22176806853863473}",30,10,-79.5497645753956,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
736,False,"{'a': 0.4, 'e': 0.2201645813532251}",25,15,19.763789802989315,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.4, 'e': 0.21855851886664654}",25,14,9.264641024966862,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
738,False,"{'a': 0.4, 'e': 0.21694987279339933}",20,0,21.68507332348744,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
739,False,"{'a': 0.4, 'e': 0.2153386348079339}",20,16,8.685039185507355,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.4, 'e': 0.2137247965443924}",25,8,19.80933678040349,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
741,False,"{'a': 0.4, 'e': 0.21210834959634806}",25,16,17.513503695183154,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.4, 'e': 0.21048928551654245}",20,16,8.34950799121638,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.4, 'e': 0.2088675958166206}",20,1,26.813740244655918,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.4, 'e': 0.20724327196686404}",20,8,13.245842443247092,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
745,False,"{'a': 0.4, 'e': 0.20561630539592157}",20,0,-2.209244822170744,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
746,False,"{'a': 0.4, 'e': 0.2039866874905378}",30,16,25.849117485187175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.4, 'e': 0.20235440959527976}",20,12,-6.184994088773276,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
748,False,"{'a': 0.4, 'e': 0.20071946301226082}",20,13,14.305477611777793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.4, 'e': 0.19908183900086276}",25,11,7.075750145485712,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
750,False,"{'a': 0.4, 'e': 0.19744152877745544}",30,7,-21.970571501040205,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
751,False,"{'a': 0.4, 'e': 0.1957985235151139}",25,6,26.44410773516045,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.4, 'e': 0.1941528143433336}",20,8,22.277277551355613,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.4, 'e': 0.1925043923477429}",30,0,-66.19935340227391,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",1
754,False,"{'a': 0.4, 'e': 0.19085324856981342}",25,14,21.176472564602275,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.4, 'e': 0.18919937400656794}",30,16,16.35134697271025,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
756,False,"{'a': 0.4, 'e': 0.1875427596102858}",20,7,22.99951361766666,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.4, 'e': 0.1858833962882059}",20,0,-6.879390472480506,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
758,False,"{'a': 0.4, 'e': 0.18422127490222737}",25,14,-15.147446711365138,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
759,False,"{'a': 0.4, 'e': 0.18255638626860748}",20,13,13.425233365938311,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.4, 'e': 0.18088872115765728}",20,11,7.134147991335306,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.4, 'e': 0.17921827029343457}",20,15,10.815763091402548,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.4, 'e': 0.17754502435343428}",30,13,13.015904206004038,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
763,False,"{'a': 0.4, 'e': 0.1758689739682764}",30,20,6.615211165702409,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
764,False,"{'a': 0.4, 'e': 0.17419010972139107}",30,12,32.48306954891731,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.4, 'e': 0.17250842214870124}",35,17,-24.566602712652003,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
766,False,"{'a': 0.4, 'e': 0.17082390173830259}",20,7,24.25840345104766,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.4, 'e': 0.16913653893014052}",20,7,-33.45513223762752,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
768,False,"{'a': 0.4, 'e': 0.16744632411568494}",20,9,16.66863103054948,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.4, 'e': 0.16575324763760169}",25,5,8.383086044193586,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
770,False,"{'a': 0.4, 'e': 0.16405729978942155}",20,13,0.4963652272068906,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
771,False,"{'a': 0.4, 'e': 0.1623584708152064}",20,9,18.280989727000744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.4, 'e': 0.1606567509092125}",35,15,25.83839775234023,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.4, 'e': 0.15895213021555082}",30,0,-12.597112407063468,"{0: 26, 1: 1, 2: 1, 3: 2, 4: 0}",0
774,False,"{'a': 0.4, 'e': 0.15724459882784458}",20,8,20.30490278162844,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.4, 'e': 0.1555341467888838}",30,12,20.49709634252134,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.4, 'e': 0.15382076409027692}",30,16,28.330112877363685,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.4, 'e': 0.15210444067209947}",30,10,22.01547125106931,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
778,False,"{'a': 0.4, 'e': 0.15038516642253963}",20,7,26.318383925057688,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.4, 'e': 0.14866293117754073}",20,9,17.53996286953588,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.4, 'e': 0.14693772472044087}",25,19,9.105007180595432,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.4, 'e': 0.14520953678160906}",25,17,3.0773620280714087,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
782,False,"{'a': 0.4, 'e': 0.14347835703807862}",25,15,16.87708704735686,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.4, 'e': 0.14174417511317713}",25,18,-6.648558931457899,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
784,False,"{'a': 0.4, 'e': 0.14000698057615316}",20,4,30.096474568175882,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.4, 'e': 0.13826676294179996}",25,2,35.96508106355319,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.4, 'e': 0.1365235116700757}",25,9,8.618470194232168,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
787,False,"{'a': 0.4, 'e': 0.13477721616572036}",20,10,5.826369601809766,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
788,False,"{'a': 0.4, 'e': 0.13302786577786951}",20,13,0.4655380292969078,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
